ticket,opening_time_utc,closing_time_utc,type,lots,original_position_size,symbol,opening_price,closing_price,stop_loss,take_profit,commission_usd,swap_usd,profit_usd,equity_usd,margin_level,close_reason
901809630,2024-09-04T10:25:09.146000,2024-09-04T14:00:01.494000,buy,0.01,0.01,GBPUSDm,1.31172,1.31516,1.31,1.31452,0,0,3.44,,,tp
